10th_percent,12th_percent,jee_rank,gender,experience,experience_field,engineering_field,college_tier,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,cgpa,domain,referral,salary
98.9,90.2,3921,Female,3,1.1,Electronics,Top IIT,1,2,3,5,4,3,3,100,1,7,1,0,3.55,Android Development,No,4946447
74.4,74.2,827,Male,2,1.5,Electronics,Top IIT,5,1,2,3,2,3,1,129,8,9,5,2,7.88,Android Development,No,3685924
86.3,83.0,1502,Male,0,0.0,Civil,Top IIT,0,2,1,3,3,2,1,87,5,14,4,0,4.18,Machine Learning,No,2288682
89.9,80.3,1577,Female,0,0.0,Mechanical,Top IIT,1,1,3,3,4,3,0,26,5,7,5,1,2.45,Machine Learning,No,2551372
87.6,72.8,1344,Female,0,0.0,Mechanical,Top IIT,1,1,0,4,4,2,4,70,5,7,5,2,8.96,Android Development,Yes,1936737
89.9,94.0,21359,Male,2,0.8,Computer Science,Top IIT,1,1,1,2,3,4,3,35,4,5,2,1,3.71,Machine Learning,No,4633764
86.6,81.4,783,Female,1,0.3,Mechanical,Top IIT,1,1,1,2,3,4,2,82,5,14,4,3,6.82,Android Development,Yes,2287003
71.4,74.6,3629,Male,2,1.0,Electronics,Top IIT,1,3,3,4,3,3,0,153,5,10,1,0,7.25,Other,Yes,3700060
70.9,75.0,29218,Male,0,0.0,Computer Science,Top IIT,1,1,4,3,4,3,3,60,8,9,8,1,8.37,Android Development,Yes,3725968
97.9,89.3,344,Male,0,0.0,Computer Science,Mid IIT,1,1,0,4,4,2,0,56,3,10,1,0,7.98,Machine Learning,Yes,1926926
96.8,100.0,7105,Male,1,0.9,Computer Science,Top IIT,2,1,1,4,4,4,1,46,4,11,6,1,5.97,Machine Learning,Yes,4546633
78.3,84.0,1534,Male,5,2.0,Electronics,Top IIT,4,2,0,4,4,3,2,85,6,7,3,5,6.66,Android Development,Yes,4281735
69.4,61.7,11614,Male,0,0.0,Computer Science,Top IIT,2,1,4,4,4,3,5,11,4,11,0,1,7.79,Android Development,Yes,4552694
94.9,85.0,4471,Male,1,0.1,Computer Science,Top IIT,1,1,3,4,3,2,2,134,4,16,1,1,6.15,Full Stack,Yes,4171632
76.0,83.0,10142,Male,0,0.0,Electrical,Top IIT,2,2,1,3,4,1,4,123,6,12,1,2,4.55,Other,No,3461784
95.1,90.6,9912,Male,3,0.0,Mechanical,Top IIT,1,1,1,4,3,2,2,72,4,8,4,4,4.53,Machine Learning,Yes,2205977
80.6,65.7,15237,Female,2,0.9,Mechanical,Top IIT,2,2,4,2,4,4,2,105,5,10,1,2,6.92,Full Stack,Yes,2962853
98.7,93.2,3875,Female,2,0.2,Computer Science,Mid IIT,1,1,0,4,3,3,1,123,6,14,2,1,7.56,Full Stack,No,2737162
81.7,86.6,1256,Female,2,0.4,Computer Science,Top IIT,1,1,2,5,3,4,2,90,4,11,4,3,6.96,Full Stack,No,4287709
90.4,79.0,13870,Male,1,0.6,Computer Science,Top IIT,1,2,3,4,4,3,4,102,4,11,2,1,4.01,Android Development,No,5034670
96.6,80.0,18569,Female,1,0.9,Mechanical,Mid IIT,1,2,1,4,4,3,2,78,3,10,1,3,6.4,Other,Yes,1500660
96.4,94.1,8638,Male,0,0.0,Civil,Top IIT,0,1,2,5,5,1,5,64,4,9,3,1,2.85,Machine Learning,No,2327243
72.4,68.0,22190,Male,0,0.0,Computer Science,Top IIT,2,2,1,3,2,3,6,83,8,11,1,1,7.48,Other,No,4603541
77.7,72.0,755,Male,1,0.1,Computer Science,Top IIT,1,1,3,4,5,3,1,46,6,6,3,2,5.71,Android Development,No,4692913
66.6,67.1,2163,Male,0,0.0,Electrical,Top IIT,0,1,1,4,2,4,1,101,3,17,4,1,5.95,Other,Yes,2580172
84.8,90.8,8705,Male,1,0.0,Computer Science,Top IIT,1,1,1,3,4,3,1,97,5,9,3,0,3.53,Full Stack,No,4954321
94.2,85.8,33706,Male,2,1.9,Mechanical,Mid IIT,4,3,1,5,5,3,2,81,3,6,5,1,5.82,Android Development,Yes,1114175
88.7,86.2,33849,Female,2,1.1,Civil,Top IIT,2,1,4,3,4,3,3,82,4,14,1,2,2.19,Full Stack,No,2693302
92.9,93.3,1675,Female,1,0.8,Computer Science,Top IIT,2,2,1,2,3,4,2,72,4,9,5,2,5.41,Machine Learning,Yes,4169888
84.9,92.1,8140,Male,1,0.6,Civil,Top IIT,2,3,5,3,3,4,2,88,9,14,4,0,6.14,Android Development,No,2594601
68.5,70.7,8373,Female,2,0.1,Mechanical,Top IIT,2,1,2,4,4,2,2,82,7,9,1,1,2.94,Other,Yes,2871316
89.2,82.9,11812,Female,0,0.0,Computer Science,Top IIT,1,1,3,3,3,2,1,65,3,8,7,0,7.74,Android Development,No,4076801
85.4,81.5,20179,Female,0,0.0,Computer Science,Mid IIT,2,1,3,3,3,2,4,68,4,9,3,3,3.6,Machine Learning,No,1941096
78.4,68.5,1190,Male,0,0.0,Computer Science,Top IIT,2,1,3,3,4,1,5,33,3,7,2,3,4.64,Machine Learning,No,4751796
72.5,60.0,1187,Female,0,0.0,Computer Science,Top IIT,2,1,1,3,3,3,1,32,8,16,0,4,7.42,Android Development,No,4417941
93.2,90.9,6141,Male,1,0.9,Civil,Top IIT,1,3,2,5,4,3,5,72,0,12,2,2,8.9,Machine Learning,Yes,2428233
99.9,89.1,6026,Male,1,0.9,Electrical,Top IIT,5,3,1,3,3,4,1,57,4,5,1,1,4.71,Android Development,No,3002082
88.8,78.1,2356,Female,2,0.2,Mechanical,Top IIT,0,1,1,4,3,3,4,53,6,8,1,3,5.01,Other,No,2682475
74.2,60.0,4608,Male,0,0.0,Computer Science,Top IIT,1,1,2,4,5,3,2,111,6,13,3,3,7.68,Full Stack,No,5026577
68.0,73.1,3642,Female,0,0.0,Mechanical,Top IIT,0,1,1,5,4,2,3,63,7,13,4,0,3.64,Android Development,Yes,2127628
88.2,84.9,3942,Male,2,0.5,Computer Science,Top IIT,1,2,0,4,3,2,4,92,3,6,2,2,3.97,Android Development,Yes,3907381
62.8,70.3,19220,Female,0,0.0,Computer Science,Top IIT,1,2,2,3,4,4,3,29,5,13,2,2,6.43,Full Stack,Yes,5241420
82.4,69.3,396,Female,0,0.0,Computer Science,Top IIT,0,1,2,3,2,3,1,101,3,5,1,4,4.27,Other,Yes,4732900
69.7,61.3,6785,Female,2,1.4,Computer Science,Top IIT,3,1,2,5,2,2,3,93,7,9,4,2,3.1,Full Stack,No,5405235
84.5,73.6,10582,Male,1,0.2,Civil,Top IIT,4,2,0,4,2,3,2,94,5,7,3,0,5.38,Other,No,2054061
71.9,68.8,2536,Female,0,0.0,Computer Science,Top IIT,2,1,3,5,1,2,2,92,7,12,3,0,4.5,Other,Yes,4422697
74.4,75.5,773,Male,3,1.7,Civil,Mid IIT,3,3,1,4,4,3,0,103,0,12,2,2,8.18,Other,No,1211327
88.0,77.2,1133,Male,1,0.4,Computer Science,Top IIT,1,2,1,4,3,4,1,105,4,10,2,0,4.12,Other,Yes,4260378
98.4,85.8,38378,Female,0,0.0,Electrical,Top IIT,0,1,1,3,3,3,3,99,2,11,3,1,2.91,Machine Learning,No,2830732
79.7,83.0,1428,Male,2,1.2,Mechanical,Top IIT,1,2,2,4,4,2,3,67,5,12,3,1,3.37,Full Stack,Yes,2542213
84.4,73.5,1917,Female,1,0.6,Computer Science,Mid IIT,2,2,2,3,3,4,2,56,5,8,3,2,1.61,Machine Learning,Yes,2540242
68.4,61.2,12557,Female,0,0.0,Computer Science,Top IIT,1,2,1,4,4,4,3,52,6,10,4,2,5.52,Machine Learning,Yes,4010780
84.9,69.0,10553,Female,0,0.0,Mechanical,Top IIT,1,1,2,2,4,4,2,72,3,6,4,1,3.69,Other,No,2173102
80.2,69.2,1105,Female,2,1.8,Computer Science,Mid IIT,1,2,2,3,4,2,0,70,9,12,4,1,1.92,Full Stack,No,2384907
72.1,74.2,2121,Female,0,0.0,Civil,Top IIT,0,1,2,3,4,3,1,101,4,16,1,1,8.84,Full Stack,No,2271055
78.2,60.0,1426,Female,1,0.9,Mechanical,Top IIT,1,1,4,4,3,3,1,130,4,12,3,3,4.03,Full Stack,Yes,2924382
86.4,82.8,20659,Female,0,0.0,Computer Science,Top IIT,0,2,1,4,3,4,2,116,7,6,2,1,8.76,Full Stack,No,3981848
71.8,73.2,2965,Male,2,1.9,Computer Science,Top IIT,4,1,0,4,3,3,0,58,4,10,2,0,6.71,Machine Learning,No,4312373
87.8,84.8,7862,Male,3,1.7,Electronics,Top IIT,4,2,1,3,3,3,0,110,9,11,2,2,6.43,Other,Yes,3385620
84.3,84.4,16096,Female,1,0.5,Electronics,Top IIT,1,2,0,4,3,2,1,134,4,3,2,0,5.19,Full Stack,Yes,3031876
64.2,67.0,1264,Female,0,0.0,Electronics,Top IIT,1,3,1,4,4,2,4,57,7,7,1,1,3.59,Machine Learning,No,4012869
95.7,97.4,12989,Female,0,0.0,Computer Science,Top IIT,1,1,6,2,4,2,4,168,8,8,6,1,6.83,Android Development,Yes,4580383
94.0,100.0,477,Female,0,0.0,Computer Science,Top IIT,0,1,0,3,3,4,3,58,5,8,5,2,2.38,Full Stack,No,3681280
80.8,72.8,3594,Male,1,0.8,Computer Science,Top IIT,5,1,1,2,3,3,1,93,5,10,3,2,7.62,Machine Learning,No,4734099
98.5,94.9,15155,Female,1,0.6,Computer Science,Top IIT,0,2,1,3,3,1,1,48,7,11,5,0,2.71,Full Stack,No,3815205
88.5,77.0,141725,Female,0,0.0,Civil,State College,2,1,0,3,4,3,0,56,11,8,5,3,5.06,Full Stack,No,361412
70.0,66.0,2744,Male,2,1.7,Computer Science,Top IIT,2,2,2,3,3,3,3,79,6,9,1,2,8.64,Machine Learning,Yes,5635416
82.1,84.3,4572,Female,0,0.0,Computer Science,Top IIT,1,2,2,4,2,2,2,116,4,15,4,1,3.65,Machine Learning,Yes,3897330
98.2,100.0,3662,Male,2,1.9,Mechanical,Top IIT,4,1,2,3,3,2,0,129,2,7,5,1,8.01,Full Stack,No,2633472
74.9,69.1,7062,Male,0,0.0,Mechanical,Mid IIT,0,1,3,3,3,3,2,118,10,12,3,0,6.71,Machine Learning,Yes,1053956
95.4,89.0,2706,Male,3,1.4,Electrical,Top IIT,5,3,3,2,4,2,0,91,6,5,4,1,5.39,Full Stack,No,3205117
82.9,83.2,1058,Male,4,3.3,Electronics,Top IIT,3,3,2,4,4,2,1,88,5,10,3,2,6.93,Android Development,No,5097120
83.7,86.4,17990,Male,0,0.0,Computer Science,Top IIT,3,1,3,4,3,4,1,35,3,8,2,2,2.51,Other,Yes,3635662
77.8,75.8,37450,Female,0,0.0,Mechanical,Top IIT,0,1,1,4,3,5,1,7,5,14,2,2,6.16,Android Development,No,2703482
90.5,86.3,10595,Female,1,0.3,Electronics,Top IIT,2,2,4,3,4,5,0,106,5,14,4,4,4.12,Machine Learning,Yes,3396284
89.8,96.3,2807,Male,0,0.0,Electrical,Top IIT,0,1,1,4,2,3,2,87,3,13,5,1,5.74,Android Development,Yes,2804948
76.5,72.5,66531,Male,2,1.0,Computer Science,Mid IIT,5,2,1,3,4,2,2,128,6,6,2,0,7.25,Machine Learning,No,1958249
79.7,76.3,5979,Male,1,0.2,Civil,Top IIT,2,2,0,5,4,1,3,76,2,9,9,2,2.29,Full Stack,Yes,2011727
72.5,69.0,1001,Female,2,1.3,Electronics,Top IIT,1,4,2,3,4,3,3,88,6,6,3,4,4.55,Other,Yes,4200731
98.5,91.7,2346,Female,1,0.4,Computer Science,Top IIT,2,1,0,5,5,3,0,107,10,8,1,0,7.02,Full Stack,No,3573765
94.1,85.6,5382,Female,1,0.9,Electronics,Top IIT,3,1,0,3,5,3,5,124,6,17,4,1,5.44,Android Development,Yes,3690162
78.0,80.8,1981,Female,0,0.0,Electronics,Top IIT,0,2,1,4,5,3,1,144,2,7,5,0,4.8,Other,Yes,3046746
79.1,79.7,2064,Female,0,0.0,Computer Science,Top IIT,0,1,2,3,3,3,0,46,3,8,5,6,3.54,Full Stack,Yes,4315964
83.1,69.8,1526,Male,1,0.1,Civil,Top IIT,1,2,0,4,3,2,0,85,1,11,4,3,4.87,Other,Yes,2268840
74.1,66.5,1962,Male,1,0.3,Computer Science,Top IIT,2,1,3,4,3,2,1,40,5,11,4,3,4.94,Full Stack,Yes,4465093
71.2,78.7,2494,Female,0,0.0,Computer Science,Top IIT,1,1,4,4,3,3,1,1,8,9,3,2,3.64,Other,Yes,4264140
66.7,78.9,2017,Male,2,1.0,Electrical,Top IIT,2,2,1,5,3,2,4,85,7,7,0,1,2.86,Android Development,No,2967285
86.3,86.5,8138,Female,2,0.8,Computer Science,Top IIT,5,3,3,3,3,4,2,63,6,9,6,4,3.98,Other,Yes,4593977
89.2,77.5,55658,Male,0,0.0,Mechanical,Mid IIT,1,2,1,3,5,3,0,112,4,9,3,1,3.87,Android Development,Yes,1119872
69.1,67.7,2270,Male,0,0.0,Computer Science,Mid IIT,0,1,1,3,2,2,4,94,1,9,3,1,8.79,Other,Yes,1551440
80.9,79.1,11641,Female,0,0.0,Computer Science,Top IIT,1,1,0,5,1,4,1,102,10,16,3,2,8.41,Full Stack,No,3721476
68.8,60.0,1881,Female,0,0.0,Computer Science,Mid IIT,0,1,0,2,5,3,3,71,5,7,4,3,8.39,Full Stack,No,1849088
85.7,77.0,5561,Female,0,0.0,Mechanical,Top IIT,1,1,2,4,5,2,2,96,7,13,1,0,5.68,Machine Learning,No,2535233
77.0,70.1,21644,Female,1,0.9,Electrical,Mid IIT,3,2,0,4,3,3,2,106,4,8,1,1,8.2,Machine Learning,Yes,1594153
79.3,76.5,3664,Female,1,0.4,Computer Science,Top IIT,3,1,1,5,5,4,2,55,10,9,2,1,7.72,Machine Learning,Yes,4101230
80.4,90.5,5571,Male,0,0.0,Computer Science,Top IIT,0,1,3,4,5,2,1,86,6,6,3,1,6.76,Android Development,No,4334145
72.5,68.6,5431,Female,1,0.9,Computer Science,Mid IIT,1,2,0,4,4,3,0,79,4,7,3,1,2.31,Machine Learning,No,1590821
89.3,90.8,13483,Male,1,0.8,Civil,Top IIT,2,3,0,5,5,3,1,73,5,13,0,1,8.81,Android Development,No,2518420
94.3,81.5,233,Female,1,0.0,Computer Science,Top IIT,0,2,2,4,3,3,2,77,2,10,3,2,5.15,Other,No,4599395
80.4,83.6,5167,Female,2,0.8,Computer Science,Top IIT,4,1,0,3,3,3,2,53,4,6,3,0,2.75,Machine Learning,No,4811932
96.2,82.1,9991,Female,0,0.0,Electronics,Top IIT,1,1,2,5,4,3,5,100,9,11,3,1,7.56,Android Development,Yes,3474785
90.4,88.8,1403,Male,3,1.8,Computer Science,Top IIT,3,3,1,4,3,1,0,77,6,10,6,1,3.65,Machine Learning,No,5310804
80.8,75.4,11651,Male,1,0.9,Computer Science,Top IIT,2,3,1,3,4,2,3,148,5,12,3,2,6.57,Android Development,No,3901376
90.5,87.6,12863,Female,2,0.1,Computer Science,Top IIT,1,1,1,3,4,5,2,92,4,7,1,2,3.15,Other,No,5157346
90.6,90.8,5294,Female,0,0.0,Mechanical,Top IIT,0,2,3,4,5,2,1,15,3,9,5,2,8.46,Other,No,2504435
69.9,88.5,10981,Male,0,0.0,Computer Science,Top IIT,1,1,3,3,3,4,2,106,3,5,7,1,5.25,Other,No,4276585
95.0,95.1,12370,Male,1,0.6,Electronics,Top IIT,0,1,1,3,4,3,3,65,7,7,5,2,8.62,Machine Learning,No,2928815
87.0,76.7,3168,Male,2,1.5,Computer Science,Top IIT,3,2,4,4,3,4,1,68,4,10,3,1,6.25,Android Development,No,5718370
87.3,77.7,5292,Male,0,0.0,Mechanical,Top IIT,3,1,1,3,3,2,1,117,3,9,1,1,6.66,Other,No,2417599
68.8,70.1,6479,Male,1,0.6,Mechanical,Top IIT,0,3,1,3,3,4,0,99,2,11,3,1,6.16,Android Development,No,2221846
86.9,73.4,3895,Female,1,0.4,Computer Science,Top IIT,1,1,2,3,3,3,1,75,1,11,4,0,5.68,Full Stack,Yes,4687936
86.6,70.1,6986,Female,2,1.8,Mechanical,Top IIT,4,4,3,2,3,2,2,112,3,11,1,3,5.32,Full Stack,No,3190326
71.9,75.0,5037,Female,0,0.0,Computer Science,Top IIT,2,3,1,3,3,2,1,61,3,9,6,0,4.39,Android Development,No,3949020
91.5,84.3,3996,Male,0,0.0,Civil,Top IIT,0,2,2,3,5,3,1,57,5,13,3,1,5.91,Other,Yes,2658380
94.1,92.4,67645,Female,1,0.3,Electronics,NIT,2,2,2,3,4,4,2,79,3,8,7,1,2.63,Android Development,No,1125538
78.2,86.7,7479,Female,0,0.0,Civil,Top IIT,1,2,4,5,4,3,4,128,3,6,1,1,5.65,Machine Learning,Yes,2210827
76.1,73.0,5829,Male,1,0.9,Computer Science,Top IIT,3,2,0,4,3,3,2,79,7,12,4,5,4.97,Machine Learning,Yes,4120390
87.1,97.3,39856,Female,0,0.0,Computer Science,Top IIT,1,1,1,3,5,5,3,79,6,11,4,1,4.99,Android Development,No,3858499
73.5,76.2,16482,Male,1,0.1,Mechanical,Top IIT,1,1,2,4,4,2,1,47,5,8,3,2,4.78,Full Stack,Yes,2981998
84.9,78.7,6420,Female,0,0.0,Mechanical,Top IIT,1,1,3,4,3,4,4,65,6,7,2,0,3.7,Other,Yes,2490483
95.2,100.0,20474,Female,0,0.0,Electrical,Top IIT,1,3,2,3,3,1,2,83,7,7,6,1,5.6,Other,No,2300618
63.5,66.7,2929,Female,0,0.0,Computer Science,Top IIT,1,1,0,2,5,4,2,66,5,10,1,2,3.47,Machine Learning,Yes,3300215
78.1,74.4,2072,Male,1,0.7,Civil,Top IIT,3,1,4,3,3,3,2,142,6,12,4,0,3.99,Machine Learning,No,2887061
77.9,74.9,1964,Female,0,0.0,Electronics,Top IIT,0,2,1,2,3,3,0,56,3,9,5,0,2.84,Machine Learning,No,3087794
91.7,84.6,607,Female,0,0.0,Civil,Mid IIT,2,2,3,4,4,4,2,94,6,6,5,2,3.16,Android Development,Yes,1150495
72.4,70.6,36815,Female,2,2.0,Computer Science,Top IIT,2,3,0,4,5,3,3,93,2,9,3,0,4.1,Android Development,Yes,4711241
98.3,99.2,3279,Male,4,1.9,Mechanical,Top IIT,4,3,1,3,3,3,1,25,9,6,0,0,6.71,Machine Learning,Yes,3171730
83.2,73.5,23573,Female,2,1.5,Civil,Top IIT,3,2,2,3,3,4,1,134,7,10,2,0,8.51,Full Stack,Yes,2615503
84.0,73.6,829,Female,3,0.1,Electrical,Top IIT,0,1,1,5,4,2,5,108,6,7,3,3,5.37,Other,Yes,3107946
75.0,78.6,31953,Female,1,0.4,Electrical,Top IIT,1,1,3,4,4,3,0,100,4,6,10,3,5.09,Android Development,No,3672417
76.2,74.4,1561,Female,1,0.8,Computer Science,Top IIT,1,4,0,4,4,3,5,113,5,8,2,2,4.05,Full Stack,Yes,3635555
70.8,68.8,16536,Female,1,0.6,Mechanical,Top IIT,1,4,2,4,4,2,3,92,5,7,5,0,5.46,Machine Learning,No,2421820
85.6,79.6,329,Female,0,0.0,Civil,Top IIT,2,1,0,3,4,3,2,87,10,8,4,1,6.3,Android Development,No,2356820
87.2,76.4,22541,Male,1,0.7,Electrical,Mid IIT,4,3,5,3,3,3,1,71,2,13,5,2,2.88,Full Stack,No,1820410
94.0,89.7,2680,Male,0,0.0,Computer Science,Top IIT,2,2,1,3,4,4,4,143,3,9,3,4,6.77,Machine Learning,Yes,3991532
90.7,85.1,8242,Female,3,2.7,Electronics,Top IIT,2,4,2,4,2,3,2,92,6,11,9,1,7.29,Other,Yes,4712072
95.3,96.1,2503,Male,0,0.0,Civil,Mid IIT,3,3,1,3,2,2,2,64,2,10,5,2,5.8,Android Development,Yes,1121183
88.3,94.0,7156,Female,1,0.6,Electronics,Top IIT,4,3,1,3,2,3,1,104,6,13,3,1,6.82,Other,No,2687002
89.3,76.3,22968,Female,0,0.0,Computer Science,Mid IIT,1,1,4,4,4,4,3,88,2,14,2,1,6.74,Other,No,2710170
88.1,90.3,2131,Male,0,0.0,Mechanical,Mid IIT,1,1,0,3,4,4,1,139,7,8,3,1,3.45,Full Stack,Yes,980426
74.3,71.7,15303,Female,0,0.0,Computer Science,Top IIT,0,2,4,4,4,3,3,91,4,12,2,1,5.74,Full Stack,Yes,3561349
79.3,88.2,825,Female,1,0.5,Electrical,Top IIT,2,1,1,3,3,1,2,76,4,6,1,2,5.58,Other,No,3324901
81.0,79.4,2943,Male,2,1.9,Mechanical,Top IIT,0,1,1,4,2,5,2,85,5,12,2,0,7.31,Machine Learning,No,3021658
76.9,89.8,5787,Male,0,0.0,Computer Science,Top IIT,3,1,5,2,4,3,2,125,6,11,2,6,2.6,Other,No,4567817
85.0,95.3,985,Male,1,0.8,Computer Science,Top IIT,1,3,0,4,4,4,0,49,2,4,2,2,2.4,Full Stack,No,4283386
86.7,98.1,2430,Female,1,0.2,Mechanical,Top IIT,2,1,0,4,4,3,2,94,4,5,5,2,3.49,Android Development,Yes,2486975
72.0,72.3,8453,Female,1,0.9,Mechanical,Top IIT,1,3,1,4,4,3,0,101,5,14,3,1,5.19,Full Stack,Yes,2439931
83.8,97.8,2707,Female,0,0.0,Civil,Top IIT,1,1,1,5,3,3,3,70,4,8,2,2,4.67,Other,Yes,1873707
79.3,70.9,532,Male,0,0.0,Computer Science,Top IIT,0,3,0,2,4,4,2,71,3,8,5,0,2.49,Android Development,Yes,4055552
92.0,81.0,3983,Female,1,0.4,Mechanical,Top IIT,1,1,1,3,5,3,2,82,8,10,6,1,5.66,Other,No,1940314
82.0,88.5,5862,Male,0,0.0,Computer Science,Top IIT,2,1,3,3,4,3,1,113,3,16,3,0,6.32,Full Stack,No,4905804
94.3,97.3,3377,Male,1,0.1,Mechanical,Top IIT,3,1,3,5,5,1,1,87,4,16,2,1,6.99,Android Development,Yes,2845693
80.4,67.6,25564,Female,1,0.2,Computer Science,Top IIT,2,1,2,4,3,3,6,71,7,6,7,0,2.45,Other,Yes,4882511
93.5,100.0,3337,Male,3,1.3,Computer Science,Top IIT,0,3,1,4,4,3,2,115,3,13,7,2,8.1,Full Stack,Yes,5668962
89.3,86.8,37168,Female,1,0.3,Computer Science,Top IIT,0,4,0,3,4,3,1,70,4,7,8,0,8.12,Other,Yes,4188965
83.4,79.0,2627,Female,1,0.7,Civil,Top IIT,3,1,1,2,4,2,5,88,5,8,3,0,7.1,Full Stack,Yes,2148098
76.4,87.7,12314,Female,1,0.6,Electronics,Top IIT,2,3,2,5,4,2,0,68,4,5,4,3,5.34,Other,No,3322307
98.3,91.5,2541,Male,1,0.1,Mechanical,Top IIT,0,1,1,5,3,2,2,66,7,9,4,0,5.17,Android Development,No,2360995
78.6,71.3,2860,Female,1,0.5,Mechanical,Top IIT,2,1,3,3,4,4,2,53,3,10,4,1,2.11,Machine Learning,Yes,3049466
89.9,80.4,3502,Female,0,0.0,Computer Science,Top IIT,1,2,4,3,5,4,1,12,2,12,2,1,8.84,Android Development,No,3961827
85.7,82.0,4476,Female,3,1.8,Computer Science,Top IIT,2,3,2,4,4,2,2,164,5,7,3,1,8.43,Android Development,No,5382412
73.9,80.1,5295,Female,0,0.0,Civil,Top IIT,2,2,5,2,2,3,2,146,5,12,5,0,2.96,Other,No,2312251
87.0,87.7,3466,Male,0,0.0,Computer Science,Mid IIT,1,1,2,3,3,4,4,117,5,10,2,4,5.07,Android Development,Yes,2250849
83.5,83.6,3040,Female,0,0.0,Electrical,Top IIT,0,3,1,4,4,4,2,55,6,8,2,1,4.28,Other,Yes,2324609
77.2,70.1,167,Female,2,2.0,Electronics,Top IIT,5,5,5,4,4,3,1,65,11,16,2,4,3.85,Android Development,Yes,4223143
92.9,90.2,7201,Male,0,0.0,Computer Science,Top IIT,0,1,4,4,3,2,3,55,3,10,3,2,6.18,Machine Learning,Yes,4529388
70.1,60.0,5163,Female,3,0.0,Computer Science,Top IIT,0,2,0,3,2,3,0,59,4,7,4,4,4.91,Other,Yes,4527673
86.0,84.0,11803,Male,1,0.7,Computer Science,Top IIT,5,3,1,4,4,3,0,64,3,17,8,1,4.14,Machine Learning,No,4608054
83.8,65.2,1639,Female,2,0.6,Mechanical,Top IIT,1,1,1,4,3,2,1,74,5,5,5,2,5.73,Machine Learning,No,1971363
69.0,67.0,4708,Male,2,0.9,Electronics,Top IIT,4,2,4,4,3,4,1,65,9,9,1,3,8.27,Full Stack,Yes,4492599
89.1,76.2,881,Male,1,0.7,Electronics,Top IIT,3,5,1,4,4,3,3,60,3,15,2,1,3.06,Machine Learning,No,3478790
91.2,84.0,860,Male,0,0.0,Electronics,Top IIT,3,1,1,4,4,3,1,128,4,6,2,1,3.77,Full Stack,No,3102642
73.8,62.8,250,Male,2,1.7,Electronics,Mid IIT,4,2,1,4,4,3,0,107,4,6,2,1,5.33,Android Development,Yes,1987191
89.1,87.6,20281,Male,2,0.6,Electronics,Top IIT,1,3,2,2,4,4,1,68,5,8,1,1,5.83,Android Development,No,3912613
89.8,77.8,5415,Female,3,3.0,Civil,Top IIT,8,4,3,4,2,4,0,98,6,12,2,2,5.63,Machine Learning,No,2945630
89.6,100.0,489,Male,1,0.9,Computer Science,Top IIT,1,4,3,4,4,4,2,54,3,6,2,2,3.59,Other,No,5019059
80.1,76.5,26176,Male,3,2.2,Electrical,Top IIT,6,4,3,4,3,1,2,117,6,18,0,1,6.1,Android Development,Yes,4205328
78.6,79.5,1309,Female,0,0.0,Civil,Top IIT,2,2,4,3,4,4,1,58,4,10,4,4,8.89,Android Development,Yes,1878001
90.6,99.1,15338,Male,0,0.0,Computer Science,Top IIT,0,2,2,4,3,4,1,14,6,10,0,1,5.96,Machine Learning,No,3532226
70.9,74.0,4253,Male,1,0.4,Computer Science,Top IIT,2,1,0,4,3,2,4,77,4,8,1,0,7.49,Other,Yes,4489544
86.3,80.7,43281,Female,0,0.0,Electronics,Top IIT,1,1,1,4,4,1,5,91,8,10,3,2,5.05,Android Development,Yes,2733312
74.4,68.9,6215,Female,1,0.1,Electrical,Top IIT,0,1,3,3,3,5,4,58,6,15,3,0,5.51,Full Stack,Yes,3207736
92.9,89.5,4658,Male,1,0.3,Computer Science,Top IIT,3,1,2,3,3,4,2,117,5,9,4,1,4.23,Android Development,Yes,5587537
86.9,93.0,682,Female,1,0.2,Computer Science,Top IIT,4,1,2,2,4,2,1,1,4,12,4,1,5.96,Machine Learning,Yes,4683204
83.7,78.8,6199,Female,0,0.0,Computer Science,Mid IIT,1,1,1,3,5,3,1,1,7,9,6,0,5.89,Android Development,No,1979577
90.6,92.7,3386,Female,2,1.4,Electrical,Top IIT,3,2,2,4,5,4,1,101,3,11,3,1,8.95,Machine Learning,Yes,3529686
79.2,71.3,19350,Male,2,1.0,Mechanical,Top IIT,2,1,4,4,4,2,2,76,7,4,2,0,2.09,Android Development,Yes,3400476
86.0,71.1,2882,Male,0,0.0,Computer Science,Mid IIT,0,1,3,3,4,5,4,54,4,6,1,2,8.34,Machine Learning,Yes,1999125
92.8,79.0,4001,Female,3,2.9,Computer Science,Top IIT,5,4,3,4,3,4,1,37,6,14,3,1,6.53,Machine Learning,No,4931964
82.9,87.9,4307,Female,0,0.0,Civil,Top IIT,2,3,0,4,4,3,1,64,4,10,3,1,3.67,Other,Yes,1802508
84.1,78.3,3413,Female,1,0.4,Mechanical,Top IIT,0,1,2,4,3,2,0,115,5,13,4,3,5.62,Other,No,2860461
94.6,88.0,1194,Female,1,0.5,Computer Science,Top IIT,1,2,1,3,3,5,4,32,4,8,4,3,5.23,Full Stack,Yes,5133259
93.0,90.1,1120,Male,1,0.3,Computer Science,Top IIT,0,2,0,3,3,2,2,116,7,3,2,2,9.04,Full Stack,Yes,3977421
